median_income,median_rent,total_pop,male_white_20_24,male_white_25_29,male_white_30_34,female_white_20_24,female_white_25_29,female_white_30_34,year,prop_white_20_34,TRACT,FIPS,YEAR,25% Quartile of Appraised Value,75% Quartile of Appraised Value,Count of Appraisals,Mean Appraised Value,Median Appraised Value,zhvi
112218,886,4404,32,27,30,18,47,9,2016,0.03701180744777475,22071000618,22071,2016,194000.0,272000.0,70.0,234000.0,234000.0,182126.4048870087
21909,841,2349,1,0,0,1,12,0,2016,0.005959982971477224,22071001743,22071,2016,244000.0,271000.0,17.0,269000.0,263000.0,182126.4048870087
22873,873,5140,0,0,0,0,0,0,2016,0.0,22071001744,22071,2016,170000.0,220000.0,15.0,190500.0,177000.0,182126.4048870087
31554,990,4174,0,0,0,0,0,0,2016,0.0,22071001746,22071,2016,94000.0,120000.0,26.0,124200.0,104500.0,182126.4048870087
24100,797,1560,0,7,27,10,36,40,2016,0.07692307692307693,22071010000,22071,2016,325000.0,425000.0,13.0,373300.0,375000.0,182126.4048870087
67803,1165,1977,46,175,59,29,82,102,2016,0.24936772888214467,22071010700,22071,2016,585000.0,868000.0,26.0,729200.0,640000.0,182126.4048870087
153611,1489,1561,0,77,31,11,37,62,2016,0.13965406790518897,22071011600,22071,2016,514500.0,952500.0,24.0,753000.0,715000.0,182126.4048870087
25234,939,2416,15,74,37,60,43,65,2016,0.1216887417218543,22071013200,22071,2016,252000.0,380000.0,23.0,325100.0,290000.0,182126.4048870087
57852,1061,3574,0,43,34,10,11,19,2016,0.03273642977056519,22071003302,22071,2016,188000.0,325000.0,75.0,276100.0,270000.0,182126.4048870087
32386,866,1409,0,1,0,0,20,0,2016,0.014904187366926898,22071000200,22071,2016,202500.0,347000.0,16.0,268500.0,258000.0,182126.4048870087
30938,849,1647,0,0,0,0,0,0,2016,0.0,22071003307,22071,2016,115000.0,202000.0,18.0,160900.0,152500.0,182126.4048870087
15068,679,1166,0,29,0,0,15,0,2016,0.03773584905660377,22071003500,22071,2016,125000.0,365000.0,11.0,301900.0,250000.0,182126.4048870087
65350,973,1602,3,24,82,12,59,62,2016,0.15106117353308365,22071004100,22071,2016,375000.0,687500.0,28.0,575000.0,580000.0,182126.4048870087
56875,1009,1185,36,60,106,59,82,87,2016,0.3628691983122363,22071008300,22071,2016,420000.0,1800000.0,19.0,1134600.0,750000.0,182126.4048870087
59667,1090,2916,83,109,77,58,165,50,2016,0.1858710562414266,22071009900,22071,2016,557000.0,1050000.0,27.0,843000.0,865000.0,182126.4048870087
67556,1133,3145,72,147,72,65,105,74,2016,0.17011128775834658,22071010900,22071,2016,370000.0,700000.0,34.0,581400.0,515500.0,182126.4048870087
35292,892,1706,38,35,132,45,49,27,2016,0.1910902696365768,22071013000,22071,2016,283500.0,412500.0,28.0,368700.0,331000.0,182126.4048870087
49236,1066,2132,4,56,14,16,18,31,2016,0.0651969981238274,22071002503,22071,2016,223000.0,318000.0,42.0,277900.0,281800.0,182126.4048870087
26512,758,1935,13,50,130,2,53,59,2016,0.158656330749354,22071004000,22071,2016,165000.0,296500.0,20.0,239400.0,219500.0,182126.4048870087
23869,877,3486,0,18,9,0,0,0,2016,0.00774526678141136,22071001745,22071,2016,119000.0,151000.0,19.0,130200.0,138000.0,182126.4048870087
74194,1553,4264,0,0,0,0,0,0,2016,0.0,22071001747,22071,2016,240000.0,350000.0,73.0,303800.0,314000.0,182126.4048870087
43072,1003,4631,0,13,0,6,0,0,2016,0.004102785575469661,22071001748,22071,2016,115000.0,144900.0,51.0,129800.0,130000.0,182126.4048870087
35764,752,3090,0,0,12,0,4,0,2016,0.005177993527508091,22071001749,22071,2016,110000.0,117000.0,13.0,121800.0,113000.0,182126.4048870087
35167,931,880,0,31,34,2,114,76,2016,0.29204545454545455,22071013600,22071,2016,286000.0,425000.0,20.0,367300.0,351000.0,182126.4048870087
36630,790,1366,70,25,46,18,35,23,2016,0.15885797950219618,22071012400,22071,2016,331000.0,488500.0,40.0,434500.0,439000.0,182126.4048870087
27109,760,1238,9,22,19,6,39,33,2016,0.10339256865912763,22071001900,22071,2016,187000.0,335000.0,17.0,278100.0,267000.0,182126.4048870087
26188,830,1236,3,50,25,12,38,5,2016,0.1076051779935275,22071003400,22071,2016,200000.0,270000.0,11.0,253900.0,220000.0,182126.4048870087
34808,937,2396,30,33,42,60,27,127,2016,0.13313856427378964,22071004500,22071,2016,270000.0,435000.0,43.0,382000.0,355000.0,182126.4048870087
17368,805,1457,2,10,18,3,21,12,2016,0.045298558682223745,22071013100,22071,2016,170000.0,299000.0,11.0,245500.0,250000.0,182126.4048870087
28015,926,2348,0,16,5,11,6,10,2016,0.020442930153321975,22071000400,22071,2016,100000.0,278500.0,24.0,184400.0,121000.0,182126.4048870087
48200,1046,1744,5,126,67,14,87,72,2016,0.21272935779816513,22071001200,22071,2016,391500.0,557500.0,28.0,462400.0,442500.0,182126.4048870087
63278,1118,2285,73,72,76,43,95,78,2016,0.1912472647702407,22071012800,22071,2016,385000.0,515000.0,29.0,439200.0,420000.0,182126.4048870087
40205,914,1819,8,69,125,11,63,77,2016,0.19406267179769104,22071001100,22071,2016,235000.0,410000.0,16.0,323100.0,347000.0,182126.4048870087
66339,1363,1633,4,137,52,33,155,64,2016,0.2725045927740355,22071011200,22071,2016,325000.0,425000.0,27.0,389900.0,354000.0,182126.4048870087
51436,1162,1745,12,65,43,42,252,126,2016,0.30945558739255014,22071014200,22071,2016,330000.0,500000.0,54.0,432600.0,424000.0,182126.4048870087
41016,1013,1565,8,46,63,32,38,101,2016,0.1840255591054313,22071014400,22071,2016,368000.0,540000.0,33.0,498900.0,455000.0,182126.4048870087
160645,1619,1818,45,7,43,30,14,38,2016,0.09735973597359736,22071007604,22071,2016,510000.0,830000.0,61.0,709900.0,584200.0,182126.4048870087
47333,1211,2203,3,0,0,0,0,5,2017,0.003631411711302769,22071002501,22071,2017,163000.0,290000.0,25.0,232400.0,230000.0,184262.0074519154
29309,883,1450,0,6,35,5,12,24,2017,0.05655172413793103,22071002700,22071,2017,234000.0,340000.0,14.0,272600.0,268000.0,184262.0074519154
45455,1107,2439,34,132,148,14,156,95,2017,0.23739237392373924,22071006400,22071,2017,307500.0,440000.0,16.0,371600.0,380500.0,184262.0074519154
25733,866,3422,5,16,0,0,0,0,2017,0.0061367621274108705,22071007502,22071,2017,129000.0,262000.0,20.0,191000.0,151500.0,184262.0074519154
26116,889,1228,0,0,0,0,0,26,2017,0.021172638436482084,22071000300,22071,2017,112000.0,320000.0,15.0,174800.0,135000.0,184262.0074519154
30965,874,2530,0,5,0,0,0,0,2017,0.001976284584980237,22071000602,22071,2017,73000.0,135000.0,18.0,116400.0,120000.0,184262.0074519154
22794,900,4359,0,16,10,0,23,38,2017,0.01995870612525809,22071000604,22071,2017,79000.0,162000.0,25.0,125000.0,121000.0,184262.0074519154
100000,1378,1402,2,74,42,8,40,62,2017,0.16262482168330955,22071010800,22071,2017,520000.0,1025000.0,22.0,878400.0,755000.0,184262.0074519154
66071,1257,1870,38,119,78,57,133,92,2017,0.27647058823529413,22071008800,22071,2017,371000.0,570000.0,19.0,516900.0,510000.0,184262.0074519154
37500,977,1909,8,53,61,11,97,13,2017,0.12729177579884757,22071010200,22071,2017,260000.0,415000.0,23.0,353300.0,367000.0,184262.0074519154
121688,614,2143,10,69,27,29,89,28,2017,0.11759216052263183,22071013302,22071,2017,370000.0,555000.0,51.0,494100.0,450000.0,184262.0074519154
35320,789,5217,0,0,5,0,0,0,2017,0.0009584052137243627,22071000611,22071,2017,100000.0,130000.0,15.0,111500.0,115000.0,184262.0074519154
52813,1201,1423,14,21,105,2,120,49,2017,0.21855235418130708,22071001800,22071,2017,385000.0,556000.0,16.0,461400.0,449500.0,184262.0074519154
26250,969,1203,0,25,35,14,13,5,2017,0.07647547797173733,22071002000,22071,2017,135000.0,240000.0,13.0,193500.0,204000.0,184262.0074519154
21145,914,3156,0,6,38,2,30,28,2017,0.032953105196451206,22071002402,22071,2017,121000.0,175000.0,37.0,164400.0,160000.0,184262.0074519154
57165,1100,2797,10,8,35,3,24,32,2017,0.04004290311047551,22071002504,22071,2017,190000.0,273000.0,41.0,239400.0,247000.0,184262.0074519154
27302,932,1525,0,14,45,3,21,15,2017,0.06426229508196721,22071003600,22071,2017,185000.0,304000.0,19.0,257200.0,228000.0,184262.0074519154
98177,1453,2337,17,54,103,30,120,126,2017,0.1925545571245186,22071005601,22071,2017,390000.0,700000.0,49.0,539600.0,568000.0,184262.0074519154
39250,1033,2782,18,101,54,18,114,99,2017,0.14521926671459381,22071006500,22071,2017,270000.0,430000.0,18.0,359600.0,382500.0,184262.0074519154
128913,1432,3032,92,39,116,103,170,99,2017,0.204155672823219,22071011700,22071,2017,775000.0,1800000.0,39.0,1307800.0,1360000.0,184262.0074519154
109258,1380,3699,40,96,61,56,85,44,2017,0.10327115436604488,22071013301,22071,2017,485000.0,680000.0,72.0,600000.0,578500.0,184262.0074519154
70292,1033,2811,9,60,149,8,84,110,2017,0.14941302027748132,22071000100,22071,2017,280000.0,415000.0,37.0,348300.0,350000.0,184262.0074519154
34492,1233,2243,0,0,0,7,0,10,2017,0.007579135086937138,22071001701,22071,2017,136000.0,182500.0,24.0,166600.0,165500.0,184262.0074519154
73702,1129,2077,6,33,77,10,44,80,2017,0.1203659123736158,22071003301,22071,2017,300000.0,475000.0,58.0,420100.0,399500.0,184262.0074519154
26910,790,3390,8,16,8,35,0,9,2017,0.022418879056047197,22071003308,22071,2017,157000.0,228000.0,31.0,196600.0,182000.0,184262.0074519154
40441,1227,1971,5,31,20,10,18,56,2017,0.07102993404363267,22071003701,22071,2017,265000.0,440000.0,31.0,337300.0,320000.0,184262.0074519154
33080,976,1176,15,10,48,6,47,40,2017,0.141156462585034,22071003900,22071,2017,335000.0,520000.0,11.0,475100.0,395000.0,184262.0074519154
41875,824,2106,0,11,0,0,0,0,2017,0.0052231718898385565,22071001739,22071,2017,173500.0,240500.0,12.0,205800.0,191500.0,184262.0074519154
37008,1123,2470,66,89,24,27,12,30,2017,0.10040485829959514,22071003303,22071,2017,169500.0,279000.0,20.0,217100.0,194000.0,184262.0074519154
31045,929,2459,9,20,26,2,11,23,2017,0.03700691337942253,22071003304,22071,2017,178000.0,287000.0,27.0,231900.0,220000.0,184262.0074519154
33369,813,4903,10,16,58,7,21,18,2017,0.026514378951662247,22071000615,22071,2017,114000.0,175000.0,19.0,139500.0,129900.0,184262.0074519154
51250,879,4315,24,33,58,15,15,0,2017,0.03360370799536501,22071000616,22071,2017,153000.0,263000.0,33.0,214900.0,180000.0,184262.0074519154
24423,909,3411,5,0,0,0,0,0,2017,0.001465845793022574,22071001737,22071,2017,118000.0,156000.0,19.0,131300.0,135000.0,184262.0074519154
39688,1005,2479,0,0,0,0,22,0,2017,0.008874546187979023,22071002502,22071,2017,157000.0,249000.0,25.0,203900.0,195000.0,184262.0074519154
67250,1048,1316,9,46,74,14,72,103,2017,0.24164133738601823,22071009700,22071,2017,360000.0,725000.0,27.0,542600.0,515000.0,184262.0074519154
33250,1094,3400,23,49,67,35,38,44,2017,0.07529411764705882,22071010300,22071,2017,220000.0,378000.0,24.0,307900.0,320000.0,184262.0074519154
65750,1757,1784,128,97,40,225,95,50,2017,0.35594170403587444,22071011900,22071,2017,460000.0,573000.0,25.0,557200.0,513000.0,184262.0074519154
50938,1105,2048,15,139,69,35,71,84,2017,0.20166015625,22071012300,22071,2017,295000.0,485000.0,27.0,388300.0,385000.0,184262.0074519154
44464,857,1669,10,30,40,5,24,43,2017,0.09107249850209706,22071012400,22071,2017,342500.0,570000.0,23.0,475700.0,450000.0,184262.0074519154
27188,809,1368,12,23,20,1,17,32,2017,0.07675438596491228,22071001900,22071,2017,235000.0,320000.0,25.0,264800.0,280000.0,184262.0074519154
29148,881,1394,0,57,28,10,41,5,2017,0.10114777618364419,22071003400,22071,2017,222000.0,537000.0,14.0,348800.0,295000.0,184262.0074519154
21250,908,1139,0,9,22,10,8,21,2017,0.061457418788410885,22071004401,22071,2017,235000.0,346000.0,19.0,287300.0,280000.0,184262.0074519154
35023,949,2628,34,52,78,56,47,141,2017,0.1552511415525114,22071004500,22071,2017,290000.0,435000.0,33.0,399600.0,385000.0,184262.0074519154
114964,1000,4563,50,29,29,24,50,0,2017,0.039886039886039885,22071000618,22071,2017,207500.0,300000.0,64.0,256500.0,255000.0,184262.0074519154
27946,842,2304,3,0,0,3,6,0,2017,0.005208333333333333,22071001743,22071,2017,222500.0,278500.0,20.0,268200.0,249000.0,184262.0074519154
23686,885,3525,0,16,8,0,0,0,2017,0.006808510638297872,22071001745,22071,2017,124000.0,157000.0,27.0,137300.0,145500.0,184262.0074519154
31864,1030,4278,0,0,0,0,0,18,2017,0.004207573632538569,22071001746,22071,2017,92000.0,143000.0,25.0,132500.0,126000.0,184262.0074519154
82125,961,4307,0,0,0,0,0,0,2017,0.0,22071001747,22071,2017,235000.0,400000.0,45.0,313000.0,295000.0,184262.0074519154
43649,1048,4731,0,20,0,0,0,0,2017,0.004227436060029592,22071001748,22071,2017,117000.0,160000.0,37.0,138300.0,140000.0,184262.0074519154
33050,1000,938,0,40,43,0,114,81,2017,0.29637526652452023,22071013600,22071,2017,326500.0,435000.0,12.0,380400.0,384500.0,184262.0074519154
22625,771,2707,0,11,0,0,0,0,2017,0.004063538973032878,22071013800,22071,2017,120000.0,185000.0,11.0,193800.0,167000.0,184262.0074519154
51510,1229,1718,8,58,58,32,208,117,2017,0.279976717112922,22071014200,22071,2017,316000.0,547000.0,34.0,427800.0,413500.0,184262.0074519154
59375,1198,2799,60,146,134,15,160,167,2017,0.2436584494462308,22071004600,22071,2017,480000.0,671000.0,22.0,568000.0,515000.0,184262.0074519154
16985,756,1349,16,43,48,2,16,15,2017,0.10378057820607858,22071004900,22071,2017,250000.0,398000.0,19.0,314100.0,330000.0,184262.0074519154
109531,1540,2694,53,78,105,53,105,111,2017,0.1874536005939124,22071005602,22071,2017,385000.0,652000.0,67.0,536200.0,500000.0,184262.0074519154
79583,1100,1537,27,72,75,37,111,82,2017,0.26284970722186074,22071005603,22071,2017,400000.0,620000.0,32.0,501100.0,472800.0,184262.0074519154
43716,976,3573,44,146,84,11,50,153,2017,0.13657990484186958,22071003702,22071,2017,250000.0,504000.0,39.0,424100.0,337000.0,184262.0074519154
40074,1120,1749,24,84,129,13,125,117,2017,0.28130360205831906,22071005400,22071,2017,315000.0,468000.0,13.0,419500.0,381000.0,184262.0074519154
64261,1179,2778,28,209,113,43,140,125,2017,0.23686105111591071,22071005500,22071,2017,328000.0,472000.0,69.0,409600.0,400000.0,184262.0074519154
94853,1469,1586,21,96,87,14,86,129,2017,0.2730138713745271,22071005604,22071,2017,405000.0,625000.0,46.0,545800.0,537000.0,184262.0074519154
42537,898,1758,27,79,153,15,61,136,2017,0.26791808873720135,22071009100,22071,2017,222500.0,306500.0,16.0,306800.0,255000.0,184262.0074519154
81111,1445,2025,30,81,104,12,75,110,2017,0.2034567901234568,22071011400,22071,2017,580000.0,1000000.0,30.0,847900.0,792500.0,184262.0074519154
24226,958,2006,16,0,10,2,12,7,2017,0.023429710867397806,22071001402,22071,2017,85000.0,156000.0,12.0,121600.0,108500.0,184262.0074519154
56995,1247,3264,307,81,14,441,175,45,2017,0.32567401960784315,22071012101,22071,2017,494500.0,687000.0,20.0,720100.0,583000.0,184262.0074519154
31080,851,5007,0,0,0,0,0,0,2017,0.0,22071001740,22071,2017,160000.0,203000.0,29.0,181600.0,176000.0,184262.0074519154
30000,993,1156,2,17,41,14,30,65,2017,0.14619377162629757,22071005000,22071,2017,145000.0,355000.0,11.0,268100.0,315000.0,184262.0074519154
16750,801,1380,1,10,24,3,17,9,2017,0.0463768115942029,22071013100,22071,2017,232000.0,320000.0,33.0,277200.0,270000.0,184262.0074519154
25565,951,2034,0,7,0,6,0,47,2017,0.029498525073746312,22071000400,22071,2017,160000.0,317000.0,29.0,230800.0,229000.0,184262.0074519154
47404,1109,1824,5,122,67,13,77,52,2017,0.18421052631578946,22071001200,22071,2017,410000.0,605000.0,19.0,515800.0,485000.0,184262.0074519154
59286,1002,2176,69,57,69,26,95,37,2017,0.16222426470588236,22071012800,22071,2017,365000.0,450000.0,29.0,435800.0,400000.0,184262.0074519154
40250,940,1876,11,57,125,10,69,91,2017,0.19349680170575692,22071001100,22071,2017,325000.0,430000.0,25.0,364100.0,365000.0,184262.0074519154
65119,1457,1534,24,153,71,19,124,78,2017,0.3057366362451108,22071011200,22071,2017,335000.0,465000.0,30.0,399800.0,362500.0,184262.0074519154
66875,1182,1965,36,173,67,77,97,107,2017,0.28346055979643764,22071010700,22071,2017,500000.0,850000.0,34.0,768700.0,722500.0,184262.0074519154
164688,1656,1558,0,63,37,10,17,47,2017,0.1116816431322208,22071011600,22071,2017,689000.0,1156000.0,12.0,933100.0,980000.0,184262.0074519154
24509,942,2354,10,88,41,0,67,64,2017,0.11469838572642312,22071013200,22071,2017,222500.0,354500.0,36.0,322000.0,297000.0,184262.0074519154
63750,890,3443,0,41,52,0,10,41,2017,0.04182399070577984,22071003302,22071,2017,233000.0,369000.0,68.0,307000.0,310000.0,184262.0074519154
32467,896,1513,0,1,4,0,8,9,2017,0.014540647719762063,22071000200,22071,2017,230000.0,337000.0,19.0,287200.0,310000.0,184262.0074519154
175000,3501,1791,10,15,0,17,18,3,2017,0.035175879396984924,22071000612,22071,2017,399500.0,588000.0,32.0,528500.0,520000.0,184262.0074519154
22423,983,3183,0,0,0,0,14,0,2017,0.004398366321080742,22071001720,22071,2017,57500.0,152500.0,16.0,118700.0,135000.0,184262.0074519154
25385,862,1553,0,0,0,0,0,0,2017,0.0,22071003307,22071,2017,150000.0,241000.0,18.0,199900.0,206000.0,184262.0074519154
73421,1027,1670,4,21,62,8,66,82,2017,0.14550898203592813,22071004100,22071,2017,376000.0,657000.0,17.0,542700.0,475000.0,184262.0074519154
61326,979,1119,41,48,85,47,78,101,2017,0.3574620196604111,22071008300,22071,2017,439000.0,1200000.0,13.0,937100.0,569000.0,184262.0074519154
63935,1117,2870,74,117,47,34,218,106,2017,0.20766550522648083,22071009900,22071,2017,457000.0,1125000.0,27.0,786000.0,700000.0,184262.0074519154
62359,1195,2888,31,90,107,40,126,97,2017,0.17001385041551245,22071010900,22071,2017,475000.0,940000.0,33.0,773100.0,635000.0,184262.0074519154
37375,951,1802,41,19,132,32,61,50,2017,0.18590455049944507,22071013000,22071,2017,250000.0,380000.0,23.0,317300.0,295000.0,184262.0074519154
49865,1089,2204,3,55,6,16,22,36,2017,0.06261343012704174,22071002503,22071,2017,205000.0,328000.0,47.0,277700.0,277000.0,184262.0074519154
30060,819,2009,14,59,65,0,60,67,2017,0.13190642110502737,22071004000,22071,2017,228000.0,360000.0,11.0,295300.0,320000.0,184262.0074519154
163800,1536,1852,22,10,65,29,26,46,2017,0.10691144708423327,22071007604,22071,2017,460000.0,810000.0,44.0,673000.0,547500.0,184262.0074519154
64556,1282,1662,36,141,63,11,39,61,2017,0.2111913357400722,22071010100,22071,2017,460000.0,860000.0,22.0,689900.0,629900.0,184262.0074519154
59242,1100,1470,24,50,36,24,85,51,2017,0.1836734693877551,22071010600,22071,2017,626000.0,785000.0,26.0,712900.0,699500.0,184262.0074519154
93125,1610,1243,10,40,36,14,35,46,2017,0.14561544650040226,22071011500,22071,2017,568000.0,1180000.0,15.0,902000.0,915000.0,184262.0074519154
59141,1267,4162,499,32,11,547,26,0,2017,0.2679000480538203,22071012102,22071,2017,512500.0,840500.0,12.0,673400.0,580000.0,184262.0074519154
55625,1098,1777,17,113,62,57,54,45,2017,0.19583567810917277,22071012500,22071,2017,403000.0,621500.0,20.0,652100.0,440000.0,184262.0074519154
52798,1104,2238,112,73,126,89,67,63,2017,0.23681858802502234,22071012700,22071,2017,415000.0,600000.0,18.0,527400.0,492500.0,184262.0074519154
46953,1123,1452,37,11,38,27,59,67,2017,0.16460055096418733,22071012900,22071,2017,305000.0,430000.0,19.0,368200.0,390000.0,184262.0074519154
67244,1300,4559,18,29,11,19,0,66,2017,0.03136652774731301,22071000606,22071,2017,147500.0,195000.0,60.0,171800.0,172500.0,184262.0074519154
27031,840,1816,6,0,41,0,10,21,2017,0.042951541850220265,22071000702,22071,2017,180000.0,300000.0,14.0,239500.0,225000.0,184262.0074519154
30804,769,1904,0,76,55,5,59,52,2017,0.12972689075630253,22071001301,22071,2017,204300.0,319500.0,28.0,279400.0,238500.0,184262.0074519154
43750,1021,1844,17,55,93,19,111,53,2017,0.18872017353579176,22071011100,22071,2017,323500.0,447500.0,16.0,391300.0,391000.0,184262.0074519154
90662,1323,1473,55,4,43,40,59,65,2017,0.18058384249830278,22071012000,22071,2017,560000.0,830000.0,18.0,723700.0,692500.0,184262.0074519154
103617,1657,2327,54,153,102,36,192,81,2017,0.26557799742157284,22071012200,22071,2017,412500.0,550500.0,40.0,489800.0,477000.0,184262.0074519154
68011,994,1685,156,44,35,76,105,48,2017,0.27537091988130563,22071012600,22071,2017,507000.0,940000.0,22.0,791400.0,722500.0,184262.0074519154
33977,1071,2407,2,3,0,0,4,0,2017,0.003739094308267553,22071002401,22071,2017,190000.0,278000.0,17.0,236200.0,220000.0,184262.0074519154
80679,1238,5057,0,112,40,11,61,78,2017,0.05971920110737591,22071000607,22071,2017,138000.0,200000.0,69.0,174900.0,174000.0,184262.0074519154
28319,853,1834,0,3,18,14,0,6,2017,0.022355507088331516,22071000800,22071,2017,164500.0,231500.0,20.0,205200.0,191500.0,184262.0074519154
32233,772,4562,0,0,0,0,0,0,2017,0.0,22071001723,22071,2017,115000.0,145000.0,42.0,134500.0,140000.0,184262.0074519154
25950,973,4784,0,0,21,0,23,5,2017,0.01024247491638796,22071001724,22071,2017,138000.0,176000.0,25.0,150700.0,150000.0,184262.0074519154
35028,893,3270,39,59,32,27,57,18,2017,0.0709480122324159,22071001702,22071,2017,143000.0,190000.0,31.0,167200.0,163000.0,184262.0074519154
51500,1089,1619,6,49,66,31,51,133,2017,0.20753551575046325,22071014400,22071,2017,466000.0,880000.0,18.0,645100.0,555000.0,184262.0074519154
121528,1213,2074,14,250,75,33,103,41,2017,0.24879459980713597,22071009000,22071,2017,725000.0,1866000.0,21.0,1476300.0,1350000.0,184262.0074519154
61023,1043,1440,0,36,65,15,78,55,2017,0.17291666666666666,22071009600,22071,2017,380500.0,506500.0,28.0,460100.0,455000.0,184262.0074519154
168500,1513,1900,16,12,73,31,36,40,2018,0.10947368421052632,22071007604,22071,2018,530000.0,850000.0,42.0,717800.0,715000.0,188764.3225593282
42277,1229,1936,3,19,19,6,25,48,2018,0.06198347107438017,22071003701,22071,2018,277000.0,356000.0,22.0,325300.0,340000.0,188764.3225593282
34286,1052,1138,24,12,57,11,17,35,2018,0.13708260105448156,22071003900,22071,2018,402500.0,624000.0,12.0,571100.0,536500.0,188764.3225593282
61420,1184,2896,27,57,139,13,104,137,2018,0.1647099447513812,22071004600,22071,2018,354000.0,800000.0,18.0,553400.0,523000.0,188764.3225593282
22303,760,1602,15,43,69,2,17,14,2018,0.09987515605493133,22071004900,22071,2018,250000.0,400000.0,19.0,318300.0,310000.0,188764.3225593282
122138,1497,2639,43,72,76,48,95,59,2018,0.1489200454717696,22071005602,22071,2018,413000.0,714000.0,79.0,567500.0,525000.0,188764.3225593282
97292,1280,1690,33,99,102,25,118,84,2018,0.2727810650887574,22071005603,22071,2018,382000.0,611800.0,36.0,511300.0,498500.0,188764.3225593282
50714,861,2009,0,0,0,0,0,0,2018,0.0,22071001739,22071,2018,160000.0,195000.0,13.0,175700.0,176000.0,188764.3225593282
35859,1115,2495,47,67,29,29,9,34,2018,0.08617234468937876,22071003303,22071,2018,147000.0,304000.0,34.0,229000.0,206000.0,188764.3225593282
33696,939,2580,0,22,20,0,7,34,2018,0.03217054263565892,22071003304,22071,2018,185300.0,310000.0,47.0,248600.0,257000.0,188764.3225593282
108276,1199,2029,11,223,77,30,102,64,2018,0.24987678659438148,22071009000,22071,2018,730000.0,2300000.0,19.0,1515300.0,1500000.0,188764.3225593282
68750,1157,1548,2,37,68,4,74,61,2018,0.15891472868217055,22071009600,22071,2018,440000.0,601000.0,22.0,526000.0,545000.0,188764.3225593282
68036,1226,1948,36,118,71,9,39,85,2018,0.1837782340862423,22071010100,22071,2018,451000.0,925000.0,15.0,675800.0,600000.0,188764.3225593282
71595,1216,1553,18,37,43,21,49,49,2018,0.13972955569864778,22071010600,22071,2018,358000.0,597500.0,12.0,491800.0,465000.0,188764.3225593282
101346,1510,1289,5,51,29,13,40,45,2018,0.14197051978277736,22071011500,22071,2018,600000.0,1100000.0,19.0,923900.0,800000.0,188764.3225593282
57669,1114,1801,24,39,48,59,62,49,2018,0.15602443087173792,22071012500,22071,2018,395000.0,725000.0,19.0,745800.0,509000.0,188764.3225593282
65217,1114,2439,124,62,92,75,66,35,2018,0.1861418614186142,22071012700,22071,2018,364000.0,703000.0,20.0,532900.0,484000.0,188764.3225593282
47045,1106,1441,26,10,43,16,63,57,2018,0.14920194309507287,22071012900,22071,2018,334000.0,610000.0,16.0,463300.0,382000.0,188764.3225593282
35891,809,4313,6,13,41,3,24,33,2018,0.027822861117551587,22071000615,22071,2018,128500.0,197500.0,24.0,168400.0,171000.0,188764.3225593282
49688,848,4392,18,30,53,23,8,0,2018,0.030054644808743168,22071000616,22071,2018,159000.0,265000.0,45.0,224900.0,237000.0,188764.3225593282
117686,1010,4392,30,22,12,27,4,8,2018,0.023451730418943533,22071000618,22071,2018,215000.0,288000.0,69.0,249800.0,252000.0,188764.3225593282
24300,872,2482,2,0,0,2,10,0,2018,0.0056406124093473006,22071001743,22071,2018,227500.0,264000.0,12.0,242100.0,244000.0,188764.3225593282
30457,1045,4000,0,0,0,0,0,14,2018,0.0035,22071001746,22071,2018,66000.0,134000.0,27.0,99100.0,100000.0,188764.3225593282
24500,1014,3619,0,16,16,0,0,0,2018,0.008842221608179055,22071001745,22071,2018,155000.0,169000.0,29.0,160700.0,162000.0,188764.3225593282
43495,985,4524,0,22,0,0,0,0,2018,0.004862953138815208,22071001748,22071,2018,125300.0,170500.0,44.0,148200.0,150000.0,188764.3225593282
22337,912,1525,0,20,20,14,46,55,2018,0.10163934426229508,22071010000,22071,2018,256500.0,537500.0,20.0,437600.0,366000.0,188764.3225593282
85521,1306,1883,14,158,67,81,105,120,2018,0.2894317578332448,22071010700,22071,2018,463000.0,729000.0,25.0,663700.0,605000.0,188764.3225593282
172727,1769,1491,0,41,46,2,18,46,2018,0.10261569416498995,22071011600,22071,2018,820000.0,1150000.0,13.0,1041500.0,1025000.0,188764.3225593282
32716,961,2956,18,81,52,9,80,93,2018,0.11265223274695535,22071013200,22071,2018,250000.0,356000.0,21.0,285100.0,302000.0,188764.3225593282
46579,1088,3287,0,40,63,0,17,61,2018,0.055065409187709156,22071003302,22071,2018,200000.0,387000.0,77.0,301000.0,294000.0,188764.3225593282
168487,3501,1834,8,15,0,16,14,21,2018,0.04034896401308615,22071000612,22071,2018,460000.0,612000.0,47.0,548300.0,527000.0,188764.3225593282
26208,933,3214,0,0,0,0,16,0,2018,0.004978220286247666,22071001720,22071,2018,68100.0,135000.0,19.0,99600.0,88000.0,188764.3225593282
25038,980,1506,0,4,0,0,4,0,2018,0.005312084993359893,22071003307,22071,2018,185000.0,250000.0,21.0,215300.0,210000.0,188764.3225593282
44492,936,3485,32,143,99,7,44,156,2018,0.13802008608321378,22071003702,22071,2018,258500.0,502000.0,28.0,439400.0,385000.0,188764.3225593282
69375,1355,2849,24,213,140,41,154,148,2018,0.2527202527202527,22071005500,22071,2018,337000.0,520000.0,57.0,424100.0,395000.0,188764.3225593282
