median_income,median_rent,total_pop,male_white_20_24,male_white_25_29,male_white_30_34,female_white_20_24,female_white_25_29,female_white_30_34,year,prop_white_20_34,TRACT,FIPS,YEAR,25% Quartile of Appraised Value,75% Quartile of Appraised Value,Count of Appraisals,Mean Appraised Value,Median Appraised Value,zhvi
28587,855,3298,0,9,0,0,0,0,2021,0.0027289266221952697,22071001754,22071,2021,150000.0,191000.0,25.0,166300.0,163000.0,251027.30637859777
28015,1135,3392,0,0,0,0,0,0,2021,0.0,22071001755,22071,2021,186000.0,222000.0,41.0,206400.0,200000.0,251027.30637859777
33922,1142,1554,0,0,0,0,0,0,2021,0.0,22071001757,22071,2021,77000.0,245000.0,15.0,154500.0,82000.0,251027.30637859777
67778,1163,2025,0,12,8,1,3,24,2021,0.023703703703703703,22071001758,22071,2021,210000.0,392000.0,38.0,312300.0,300500.0,251027.30637859777
58958,1562,1371,1,41,160,12,22,11,2021,0.18016046681254558,22071001800,22071,2021,415000.0,665000.0,34.0,589500.0,538500.0,251027.30637859777
27378,741,1245,2,35,27,1,7,84,2021,0.12530120481927712,22071001900,22071,2021,270000.0,365000.0,25.0,325300.0,319000.0,251027.30637859777
38420,1059,1419,0,75,14,0,25,37,2021,0.10641296687808316,22071002000,22071,2021,182000.0,301000.0,23.0,251500.0,277000.0,251027.30637859777
23906,997,1134,3,5,3,9,3,7,2021,0.026455026455026454,22071002100,22071,2021,172000.0,335000.0,11.0,238900.0,190000.0,251027.30637859777
13438,1069,1825,0,15,63,26,42,24,2021,0.09315068493150686,22071002200,22071,2021,178500.0,307500.0,20.0,258000.0,255000.0,251027.30637859777
26514,1164,2093,0,0,3,0,0,9,2021,0.005733397037744864,22071002300,22071,2021,160000.0,215000.0,14.0,192300.0,177300.0,251027.30637859777
40385,877,1800,0,4,5,5,3,18,2021,0.019444444444444445,22071002401,22071,2021,240000.0,315000.0,30.0,274200.0,275000.0,251027.30637859777
38651,1048,3120,5,15,0,0,0,132,2021,0.04871794871794872,22071002402,22071,2021,189000.0,284500.0,40.0,239200.0,220000.0,251027.30637859777
42373,1273,2548,0,0,29,3,15,23,2021,0.027472527472527472,22071002501,22071,2021,207500.0,351000.0,40.0,276100.0,262500.0,251027.30637859777
29144,995,2242,0,0,3,0,2,2,2021,0.0031222123104371097,22071002502,22071,2021,195000.0,330000.0,58.0,263100.0,266500.0,251027.30637859777
79125,1141,2039,22,24,24,0,20,20,2021,0.053948013732221675,22071002503,22071,2021,275000.0,408000.0,65.0,352300.0,348000.0,251027.30637859777
68558,1195,2349,2,5,42,13,24,49,2021,0.05747126436781609,22071002504,22071,2021,254500.0,350000.0,64.0,300300.0,309000.0,251027.30637859777
97595,1601,1306,7,6,26,22,45,122,2021,0.17457886676875958,22071002600,22071,2021,515000.0,800000.0,17.0,682100.0,658000.0,251027.30637859777
35208,1038,1403,2,44,160,0,28,29,2021,0.18745545260156807,22071002700,22071,2021,280000.0,406000.0,19.0,345100.0,320000.0,251027.30637859777
19097,1011,884,0,9,0,5,13,32,2021,0.0667420814479638,22071002900,22071,2021,234000.0,320000.0,13.0,269600.0,275000.0,251027.30637859777
21939,862,1433,0,0,0,0,0,0,2021,0.0,22071003000,22071,2021,150000.0,193000.0,14.0,169700.0,172500.0,251027.30637859777
38963,991,1549,1,0,12,0,0,152,2021,0.1065203357004519,22071003100,22071,2021,180000.0,243000.0,13.0,208800.0,185000.0,251027.30637859777
97857,1189,2188,0,22,77,0,18,54,2021,0.07815356489945155,22071003301,22071,2021,355000.0,557000.0,103.0,492400.0,435000.0,251027.30637859777
83750,1125,3505,10,13,29,0,15,56,2021,0.035092724679029956,22071003302,22071,2021,265000.0,430000.0,115.0,394600.0,345000.0,251027.30637859777
32813,1125,2277,5,6,49,6,17,24,2021,0.046991655687307864,22071003303,22071,2021,209000.0,314000.0,28.0,262200.0,257000.0,251027.30637859777
33100,984,2460,0,11,8,0,7,10,2021,0.014634146341463415,22071003304,22071,2021,235800.0,380000.0,56.0,314900.0,315000.0,251027.30637859777
14733,1076,1322,0,3,0,0,3,0,2021,0.0045385779122541605,22071003307,22071,2021,198000.0,370000.0,15.0,277800.0,247000.0,251027.30637859777
27146,912,3467,48,4,12,38,4,0,2021,0.030573983270839343,22071003308,22071,2021,210000.0,320000.0,75.0,266600.0,249000.0,251027.30637859777
38237,984,1548,0,28,50,7,36,37,2021,0.1020671834625323,22071003400,22071,2021,280000.0,467500.0,20.0,407300.0,370500.0,251027.30637859777
22115,771,1631,0,16,75,0,9,5,2021,0.06437768240343347,22071003500,22071,2021,250000.0,525500.0,24.0,392800.0,318000.0,251027.30637859777
35700,975,1458,0,20,28,0,31,35,2021,0.07818930041152264,22071003600,22071,2021,255000.0,445000.0,19.0,367600.0,407000.0,251027.30637859777
55571,1408,2076,8,29,32,5,85,50,2021,0.10067437379576108,22071003701,22071,2021,265000.0,483000.0,29.0,374400.0,350000.0,251027.30637859777
46739,1171,3325,2,93,194,19,120,273,2021,0.21082706766917295,22071003702,22071,2021,362000.0,610000.0,46.0,520400.0,454500.0,251027.30637859777
64440,1273,1318,3,50,0,0,0,0,2021,0.04021244309559939,22071003800,22071,2021,895000.0,1495000.0,20.0,1175000.0,1181500.0,251027.30637859777
34464,980,1014,13,9,96,8,0,18,2021,0.14201183431952663,22071003900,22071,2021,360000.0,618000.0,14.0,495000.0,486500.0,251027.30637859777
45972,1036,2245,2,44,72,6,43,82,2021,0.110913140311804,22071004000,22071,2021,278000.0,415000.0,32.0,368500.0,365000.0,251027.30637859777
79408,1518,1436,0,42,51,17,67,36,2021,0.14832869080779945,22071004100,22071,2021,463000.0,915000.0,37.0,661400.0,555000.0,251027.30637859777
26829,803,1082,0,11,63,10,6,60,2021,0.13863216266173753,22071004401,22071,2021,316000.0,440000.0,15.0,414500.0,425000.0,251027.30637859777
44067,1083,2063,0,70,147,0,147,143,2021,0.245758603974794,22071004500,22071,2021,376000.0,516000.0,46.0,452300.0,420000.0,251027.30637859777
62286,1263,2720,13,124,41,19,187,134,2021,0.19044117647058822,22071004600,22071,2021,399000.0,1015000.0,43.0,774000.0,614000.0,251027.30637859777
41500,1369,1264,0,12,73,18,3,36,2021,0.11234177215189874,22071005000,22071,2021,320000.0,603000.0,19.0,417500.0,350000.0,251027.30637859777
53989,1326,1609,3,79,81,26,63,106,2021,0.22249844623990056,22071005400,22071,2021,386000.0,610000.0,20.0,497700.0,459000.0,251027.30637859777
64922,1293,2292,22,82,140,14,103,130,2021,0.21422338568935428,22071005500,22071,2021,365000.0,553000.0,85.0,475100.0,450000.0,251027.30637859777
100221,1726,2446,21,88,193,31,81,91,2021,0.2064595257563369,22071005601,22071,2021,488000.0,811000.0,85.0,687000.0,670000.0,251027.30637859777
152250,1855,3195,16,71,63,8,51,60,2021,0.08419405320813772,22071005602,22071,2021,569000.0,856000.0,125.0,753300.0,750000.0,251027.30637859777
112386,1564,1586,45,95,91,13,93,113,2021,0.2837326607818411,22071005603,22071,2021,410000.0,605000.0,61.0,508200.0,470000.0,251027.30637859777
76250,1765,1756,72,47,21,5,12,57,2021,0.12186788154897495,22071005604,22071,2021,480000.0,795000.0,83.0,665000.0,636000.0,251027.30637859777
63500,1188,1510,12,86,49,10,42,53,2021,0.16688741721854305,22071006300,22071,2021,335000.0,455000.0,21.0,396900.0,418000.0,251027.30637859777
68890,1393,2183,4,65,166,37,174,168,2021,0.28126431516262024,22071006400,22071,2021,375000.0,540000.0,27.0,464900.0,460000.0,251027.30637859777
70658,1210,2812,35,131,199,27,170,175,2021,0.2620910384068279,22071006500,22071,2021,360000.0,459000.0,41.0,444900.0,420000.0,251027.30637859777
20333,970,2576,6,4,0,0,0,6,2021,0.006211180124223602,22071007501,22071,2021,126500.0,215000.0,20.0,175100.0,155000.0,251027.30637859777
32245,843,3124,0,36,0,0,32,45,2021,0.03617157490396927,22071007502,22071,2021,145000.0,280000.0,19.0,216800.0,210000.0,251027.30637859777
150417,2427,1930,6,11,73,4,38,26,2021,0.08186528497409326,22071007604,22071,2021,565000.0,850000.0,98.0,786200.0,638500.0,251027.30637859777
21848,840,1765,0,6,0,0,0,2,2021,0.004532577903682719,22071007605,22071,2021,160000.0,430000.0,11.0,259200.0,205000.0,251027.30637859777
87500,1602,2144,80,91,106,79,59,145,2021,0.26119402985074625,22071007607,22071,2021,396000.0,595000.0,102.0,509600.0,506000.0,251027.30637859777
81902,1479,1438,0,51,62,13,24,81,2021,0.16063977746870653,22071007608,22071,2021,385000.0,637000.0,56.0,506700.0,500000.0,251027.30637859777
90000,1664,2000,12,174,207,7,135,104,2021,0.3195,22071007700,22071,2021,470000.0,723000.0,18.0,615100.0,610000.0,251027.30637859777
74851,1477,1318,12,40,75,38,78,52,2021,0.22382397572078908,22071007800,22071,2021,649000.0,1100000.0,20.0,920500.0,865000.0,251027.30637859777
82563,1504,1002,0,88,46,9,32,71,2021,0.24550898203592814,22071008300,22071,2021,585000.0,1280000.0,25.0,1099900.0,845000.0,251027.30637859777
100924,1356,1505,2,55,93,2,48,97,2021,0.1973421926910299,22071008800,22071,2021,452500.0,687500.0,44.0,629300.0,591000.0,251027.30637859777
93512,1250,1556,0,6,58,55,27,74,2021,0.14138817480719795,22071009000,22071,2021,775000.0,1700000.0,39.0,1291100.0,1225000.0,251027.30637859777
55588,880,2540,27,24,0,17,17,21,2021,0.04173228346456693,22071009100,22071,2021,281000.0,550000.0,27.0,518200.0,400000.0,251027.30637859777
14167,861,1501,0,0,6,0,0,3,2021,0.005996002664890073,22071009200,22071,2021,281000.0,400000.0,18.0,372300.0,372500.0,251027.30637859777
92292,1407,1722,2,32,53,2,21,82,2021,0.11149825783972125,22071009600,22071,2021,480000.0,750000.0,55.0,630600.0,625000.0,251027.30637859777
85878,1154,1362,16,13,44,0,6,47,2021,0.09251101321585903,22071009700,22071,2021,405000.0,707000.0,34.0,570600.0,578500.0,251027.30637859777
80417,1226,2757,28,105,34,20,144,184,2021,0.18679724338048603,22071009900,22071,2021,646000.0,1342500.0,52.0,1015500.0,916000.0,251027.30637859777
24167,898,1472,0,19,50,20,42,91,2021,0.15081521739130435,22071010000,22071,2021,290000.0,523000.0,26.0,487800.0,367000.0,251027.30637859777
90764,1831,2330,15,171,134,27,73,33,2021,0.1944206008583691,22071010100,22071,2021,663500.0,1172500.0,36.0,919000.0,820000.0,251027.30637859777
61902,1216,2480,10,36,115,21,125,33,2021,0.13709677419354838,22071010200,22071,2021,340000.0,475000.0,38.0,435000.0,413500.0,251027.30637859777
47131,1058,3241,0,0,52,4,16,0,2021,0.022215365627892624,22071010300,22071,2021,218000.0,480000.0,31.0,406900.0,395000.0,251027.30637859777
95104,1391,1619,3,71,66,11,42,36,2021,0.14144533662754788,22071010600,22071,2021,500000.0,791000.0,32.0,661700.0,637500.0,251027.30637859777
73315,1246,1939,14,47,98,54,65,64,2021,0.17637957710159877,22071010700,22071,2021,732500.0,1062500.0,44.0,941500.0,872500.0,251027.30637859777
112250,1476,1403,0,14,31,0,34,18,2021,0.0691375623663578,22071010800,22071,2021,740000.0,1200000.0,35.0,1037900.0,950000.0,251027.30637859777
91182,1345,3120,15,125,134,26,242,126,2021,0.2141025641025641,22071010900,22071,2021,454000.0,912500.0,56.0,815300.0,685000.0,251027.30637859777
60000,1351,1810,47,38,39,43,58,45,2021,0.14917127071823205,22071011100,22071,2021,417000.0,605000.0,42.0,522600.0,510000.0,251027.30637859777
75529,1625,1523,61,30,72,18,55,54,2021,0.19041365725541695,22071011200,22071,2021,368000.0,515000.0,41.0,457600.0,420000.0,251027.30637859777
78929,1250,1707,34,21,50,14,101,74,2021,0.17223198594024605,22071011400,22071,2021,660000.0,1075000.0,58.0,854800.0,830000.0,251027.30637859777
123958,1500,1301,9,25,28,28,31,28,2021,0.11452728670253651,22071011500,22071,2021,775000.0,1400000.0,41.0,1077200.0,1100000.0,251027.30637859777
194120,1313,1431,7,0,28,7,14,31,2021,0.06079664570230608,22071011600,22071,2021,735000.0,1350000.0,27.0,1088400.0,1050000.0,251027.30637859777
160486,1994,3045,81,10,74,138,104,40,2021,0.14679802955665025,22071011700,22071,2021,1120000.0,2100000.0,93.0,1671200.0,1500000.0,251027.30637859777
74732,1874,1558,162,62,28,142,35,67,2021,0.31835686777920413,22071011900,22071,2021,554000.0,735000.0,45.0,680000.0,623000.0,251027.30637859777
148889,1741,1281,20,27,35,16,22,53,2021,0.13505074160811867,22071012000,22071,2021,750000.0,1600000.0,35.0,1259200.0,1153000.0,251027.30637859777
61875,1466,3080,403,57,40,465,144,48,2021,0.3756493506493506,22071012101,22071,2021,540000.0,1250000.0,42.0,891800.0,695000.0,251027.30637859777
76731,1563,4173,452,4,17,542,7,0,2021,0.24490774023484305,22071012102,22071,2021,1083000.0,1695000.0,15.0,1528300.0,1335000.0,251027.30637859777
74423,1414,2151,24,33,111,16,38,48,2021,0.12552301255230125,22071012200,22071,2021,425000.0,640000.0,77.0,587200.0,520000.0,251027.30637859777
57105,1269,1857,18,64,54,16,43,66,2021,0.14054927302100162,22071012300,22071,2021,345000.0,576000.0,48.0,474000.0,450000.0,251027.30637859777
67847,1330,2214,14,39,8,29,5,15,2021,0.04968383017163505,22071012400,22071,2021,358000.0,599000.0,31.0,469400.0,465000.0,251027.30637859777
67344,1476,1917,53,12,43,3,70,74,2021,0.13302034428794993,22071012500,22071,2021,450000.0,1330000.0,25.0,935700.0,596000.0,251027.30637859777
75235,1164,1759,31,24,53,93,43,22,2021,0.1512222853894258,22071012600,22071,2021,538000.0,850000.0,45.0,704800.0,675000.0,251027.30637859777
86098,1135,2031,35,111,32,15,79,47,2021,0.15706548498276712,22071012700,22071,2021,505000.0,729000.0,40.0,620400.0,607500.0,251027.30637859777
103382,1341,2195,60,26,35,11,85,79,2021,0.1348519362186788,22071012800,22071,2021,385000.0,675000.0,42.0,523800.0,524500.0,251027.30637859777
55605,1313,1112,37,13,41,3,21,84,2021,0.1789568345323741,22071012900,22071,2021,350000.0,598000.0,26.0,478900.0,465000.0,251027.30637859777
47250,1262,1680,8,30,49,19,105,51,2021,0.15595238095238095,22071013000,22071,2021,331000.0,470000.0,50.0,426300.0,390000.0,251027.30637859777
37639,917,1847,5,5,30,2,3,32,2021,0.041689225771521385,22071013100,22071,2021,292500.0,420000.0,40.0,363600.0,367500.0,251027.30637859777
52750,1061,3074,22,59,75,21,81,68,2021,0.10605074821080027,22071013200,22071,2021,325000.0,442000.0,45.0,401100.0,360000.0,251027.30637859777
120104,1332,2874,44,14,34,9,13,95,2021,0.07272094641614475,22071013301,22071,2021,553500.0,953000.0,160.0,786500.0,706500.0,251027.30637859777
99444,643,2362,4,13,36,17,43,16,2021,0.054614733276883994,22071013302,22071,2021,436500.0,617500.0,64.0,539900.0,508000.0,251027.30637859777
58448,1293,1110,3,0,168,0,16,0,2021,0.16846846846846847,22071013501,22071,2021,785000.0,1498000.0,12.0,1155900.0,1234500.0,251027.30637859777
74695,1276,1103,2,4,18,5,9,45,2021,0.07524932003626474,22071013600,22071,2021,325000.0,525000.0,17.0,428100.0,440000.0,251027.30637859777
26683,879,2711,0,4,0,0,2,0,2021,0.0022132054592401327,22071013800,22071,2021,189000.0,338000.0,19.0,292700.0,300000.0,251027.30637859777
45119,888,1608,0,25,7,9,5,0,2021,0.028606965174129355,22071014101,22071,2021,353000.0,585000.0,23.0,482100.0,474000.0,251027.30637859777
99063,1347,1748,2,20,41,3,70,99,2021,0.13443935926773457,22071014200,22071,2021,445000.0,665000.0,62.0,588500.0,582000.0,251027.30637859777
88992,1315,1583,8,25,79,2,38,88,2021,0.15161086544535693,22071014400,22071,2021,587500.0,1012000.0,32.0,795700.0,741000.0,251027.30637859777
